,name,Total,Male:_0_4,Male:_5_9,Male:_10_14,Male:_15_19,Male:_20_24,Male:_25_29,Male:_30_34,Male:_35_39,Male:_40_44,Male:_45_49,Male:_50_54,Male:_55_59,Male:_60_64,Male:_65_69,Male:_70_74,Male:_75_79,Male:_80_84,Male:_85up,Female:_0_4,Female:_5_9,Female:_10_14,Female:_15_19,Female:_20_24,Female:_25_29,Female:_30_34,Female:_35_39,Female:_40_44,Female:_45_49,Female:_50_54,Female:_55_59,Female:_60_64,Female:_65_69,Female:_70_74,Female:_75_79,Female:_80_84,Female:_85up
79500US3400703,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns PUMA, NJ",134103.0,5275.0,3988.0,4649.0,3990.0,3639.0,4455.0,7344.0,5798.0,4733.0,4123.0,4199.0,3485.0,4346.0,2247.0,2408.0,914.0,733.0,841.0,4211.0,4383.0,3599.0,3174.0,3703.0,4325.0,5620.0,6093.0,4026.0,4995.0,3529.0,4180.0,4190.0,3220.0,2635.0,1923.0,992.0,2138.0
79500US3400901,"Middlesex County (Southeast) PUMA, NJ",121742.0,2139.0,3274.0,4823.0,3716.0,2717.0,2371.0,3204.0,3930.0,3734.0,5002.0,4528.0,4141.0,4015.0,3719.0,3320.0,1562.0,1169.0,2169.0,2470.0,1803.0,4070.0,3420.0,1795.0,2833.0,2105.0,4361.0,3766.0,5251.0,4236.0,5455.0,4478.0,4844.0,3193.0,3399.0,1842.0,2888.0
79500US3400905,"Middlesex County (Northeast)--Carteret Borough PUMA, NJ",114176.0,5031.0,2357.0,4071.0,2399.0,2703.0,5049.0,4721.0,4202.0,2672.0,3822.0,4679.0,4574.0,3256.0,3762.0,1790.0,1373.0,1135.0,860.0,2718.0,3630.0,2815.0,2514.0,2368.0,5405.0,4500.0,3323.0,3641.0,3303.0,3142.0,4183.0,3842.0,2867.0,1832.0,1706.0,1941.0,1990.0
79500US3400907,"Middlesex County (East Central)--Perth Amboy City & Sayreville Borough PUMA, NJ",110285.0,2922.0,3271.0,3166.0,4817.0,3668.0,3946.0,3733.0,3241.0,2843.0,4295.0,3713.0,3856.0,3453.0,2790.0,1333.0,645.0,969.0,1099.0,3283.0,4212.0,2877.0,3370.0,3110.0,3787.0,3557.0,4128.0,4456.0,3193.0,3884.0,3793.0,3763.0,3717.0,1700.0,1236.0,1219.0,1240.0
79500US3401101,"Monmouth County (Southeast)--Tinton Falls Borough (South) PUMA, NJ",102239.0,1960.0,2045.0,2726.0,3626.0,1926.0,4163.0,3235.0,2151.0,2193.0,3384.0,5110.0,4088.0,3779.0,2798.0,2218.0,1242.0,862.0,1562.0,1973.0,2167.0,2394.0,2082.0,3133.0,4218.0,2865.0,2359.0,2117.0,2759.0,4171.0,6476.0,3434.0,3836.0,2343.0,2105.0,2089.0,2650.0
79500US3401105,"Monmouth County (Northwest)--Keansburg Borough PUMA, NJ",105691.0,2829.0,1855.0,4105.0,3006.0,3699.0,2567.0,2793.0,2871.0,3633.0,2954.0,3739.0,4386.0,4776.0,2398.0,2948.0,917.0,581.0,598.0,1734.0,3877.0,4188.0,2903.0,2860.0,2311.0,2423.0,3788.0,4725.0,3448.0,4544.0,4958.0,3055.0,3355.0,2366.0,1320.0,1244.0,1937.0
79500US3401800,"Union County (Northeast)--Elizabeth City PUMA, NJ",128882.0,6254.0,5032.0,4089.0,5103.0,4263.0,4479.0,5472.0,4635.0,5406.0,5019.0,3119.0,2767.0,2927.0,2163.0,2168.0,750.0,625.0,630.0,4085.0,5637.0,5793.0,3885.0,4499.0,6205.0,4279.0,5488.0,3665.0,4534.0,3644.0,2485.0,3392.0,2101.0,1563.0,1354.0,861.0,511.0
79500US3401904,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South) PUMA, NJ",111972.0,3167.0,4326.0,2998.0,2833.0,3846.0,3291.0,3939.0,3597.0,3292.0,4086.0,3883.0,3952.0,3205.0,2315.0,1749.0,1631.0,492.0,845.0,3161.0,3089.0,3092.0,2671.0,3709.0,4140.0,4253.0,4304.0,3247.0,3500.0,3344.0,4476.0,4549.0,2748.0,2535.0,2500.0,723.0,2484.0
79500US3603001,"Rockland County (North)--New City & Congers PUMA, NY",104675.0,3925.0,2713.0,2798.0,3106.0,2589.0,3402.0,2887.0,3371.0,2966.0,3308.0,3508.0,3016.0,4335.0,3227.0,2751.0,1469.0,1281.0,856.0,2714.0,2400.0,4190.0,2334.0,3290.0,2860.0,2103.0,3137.0,3061.0,4031.0,3610.0,4866.0,3256.0,3931.0,2635.0,1743.0,1762.0,1244.0
79500US3603002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA, NY",105114.0,2991.0,2162.0,3289.0,2837.0,4339.0,3158.0,2780.0,3220.0,1734.0,3375.0,4218.0,3832.0,3262.0,2286.0,1854.0,940.0,1728.0,1244.0,2328.0,3022.0,3332.0,3955.0,4120.0,3386.0,2525.0,2715.0,2090.0,3294.0,5258.0,3373.0,4264.0,2957.0,2205.0,1708.0,1894.0,3439.0
79500US3603101,"Putnam County PUMA, NY",102246.0,2493.0,3091.0,2693.0,3753.0,3342.0,2713.0,3077.0,2899.0,2717.0,3993.0,4215.0,3424.0,4354.0,3191.0,2244.0,2036.0,440.0,555.0,1963.0,2450.0,2904.0,3336.0,2793.0,2743.0,3253.0,2679.0,2690.0,3797.0,4309.0,4411.0,3817.0,3187.0,2483.0,1787.0,1186.0,1228.0
79500US3603102,"Westchester County (Northwest) PUMA, NY",149522.0,4832.0,4110.0,5077.0,5374.0,5803.0,4625.0,4509.0,5971.0,3915.0,5061.0,4664.0,5784.0,5170.0,4651.0,2987.0,2142.0,984.0,1848.0,4096.0,3012.0,3121.0,3973.0,3870.0,3970.0,4633.0,5229.0,3864.0,4794.0,6693.0,4506.0,6395.0,3910.0,3568.0,2209.0,1988.0,2184.0
79500US3603103,"Westchester County (Northeast) PUMA, NY",134317.0,3731.0,3695.0,4310.0,5435.0,3153.0,1991.0,3182.0,3091.0,3342.0,5058.0,5198.0,5395.0,5550.0,3257.0,3106.0,1503.0,991.0,1379.0,4071.0,5058.0,4445.0,4501.0,4077.0,2862.0,2965.0,3910.0,3747.0,6252.0,5897.0,5295.0,4374.0,4160.0,3869.0,2297.0,1610.0,1560.0
79500US3603104,"Westchester County (Southeast) PUMA, NY",119252.0,3468.0,4988.0,5490.0,5002.0,3568.0,1987.0,3501.0,3909.0,5453.0,4653.0,4100.0,3169.0,3034.0,2247.0,1895.0,950.0,1113.0,1226.0,2989.0,3842.0,5102.0,5046.0,5172.0,1553.0,3021.0,3475.0,4797.0,4768.0,3198.0,3536.0,3397.0,2349.0,1441.0,2414.0,1159.0,2240.0
79500US3603105,"Westchester County (Central)--White Plains City PUMA, NY",166030.0,5801.0,4564.0,4827.0,4404.0,4599.0,4734.0,4459.0,5146.0,5178.0,6042.0,7288.0,5871.0,4725.0,3317.0,4129.0,1935.0,1409.0,1527.0,4312.0,4095.0,4821.0,4745.0,5199.0,4690.0,4996.0,4691.0,6543.0,5097.0,5778.0,5565.0,5730.0,5421.0,5213.0,3523.0,2447.0,3209.0
79500US3603106,"Westchester County (Southwest)--Yonkers City PUMA, NY",199646.0,4609.0,5492.0,4888.0,6244.0,6698.0,7876.0,8361.0,7364.0,3668.0,6181.0,6793.0,8120.0,4051.0,4339.0,3772.0,3383.0,1741.0,1876.0,5447.0,4492.0,6291.0,5197.0,6218.0,7060.0,7248.0,6259.0,5922.0,7128.0,8085.0,7665.0,8120.0,5109.0,4844.0,3786.0,2578.0,2741.0
79500US3603107,"Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA, NY",195491.0,5307.0,6608.0,7043.0,6020.0,5880.0,6714.0,4124.0,6160.0,7121.0,5692.0,6027.0,6369.0,5991.0,4100.0,2561.0,2153.0,1361.0,1866.0,5074.0,6474.0,6772.0,7367.0,6373.0,6814.0,5083.0,7267.0,6868.0,6479.0,7225.0,7818.0,6263.0,3941.0,3476.0,3802.0,2559.0,4739.0
79500US3603201,"Nassau County (Northwest)--North Hempstead Town (North) PUMA, NY",110306.0,3935.0,4860.0,4323.0,3660.0,2476.0,1962.0,3326.0,3026.0,2922.0,4151.0,3996.0,3342.0,3124.0,2073.0,3689.0,1950.0,1121.0,1350.0,2720.0,4167.0,2969.0,2556.0,1764.0,2611.0,2302.0,3603.0,4311.0,3573.0,3719.0,4859.0,3759.0,3156.0,2909.0,1829.0,1545.0,2668.0
79500US3603202,"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, NY",110117.0,2016.0,3495.0,3329.0,3704.0,4410.0,3197.0,1907.0,2268.0,2179.0,2889.0,4876.0,4496.0,4010.0,2649.0,2646.0,1824.0,1471.0,1670.0,990.0,3503.0,2224.0,4198.0,4363.0,2364.0,2972.0,2086.0,2516.0,4386.0,3948.0,4277.0,5392.0,3528.0,3217.0,2406.0,1556.0,3155.0
79500US3603204,"Nassau County (West Central)--North Hempstead Town (South) PUMA, NY",120814.0,3417.0,3326.0,4355.0,3288.0,3561.0,2966.0,3562.0,3901.0,4079.0,4534.0,4246.0,4361.0,4567.0,3014.0,2287.0,1317.0,809.0,737.0,3082.0,3286.0,3829.0,4512.0,4451.0,3075.0,3793.0,4752.0,4246.0,4125.0,4321.0,4341.0,4288.0,3164.0,2097.0,1717.0,1621.0,1787.0
79500US3603205,"Nassau County (West Central)--Hempstead Town (Northwest) PUMA, NY",123607.0,3006.0,3196.0,3207.0,4821.0,3918.0,4386.0,3643.0,3551.0,3469.0,4728.0,5503.0,3561.0,3547.0,3194.0,2284.0,1849.0,1176.0,901.0,3695.0,2143.0,4672.0,5530.0,4089.0,4145.0,3430.0,3270.0,2847.0,4895.0,6309.0,3944.0,4705.0,3539.0,2476.0,1545.0,1049.0,1384.0
79500US3603208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, NY",110646.0,1727.0,3315.0,3270.0,3890.0,3740.0,3085.0,3280.0,2918.0,3533.0,3833.0,4086.0,3606.0,4228.0,3182.0,2420.0,1942.0,930.0,1002.0,3007.0,3833.0,3339.0,3908.0,2580.0,3416.0,3030.0,2742.0,2846.0,4551.0,3699.0,4472.0,4523.0,3395.0,2598.0,1923.0,921.0,1876.0
79500US3603211,"Nassau County (West Central)--Hempstead Town (West Central) PUMA, NY",112283.0,3162.0,1821.0,4388.0,4210.0,3340.0,5569.0,2632.0,2368.0,3488.0,4559.0,3314.0,4395.0,4585.0,3147.0,2421.0,1276.0,756.0,1036.0,2502.0,2114.0,4014.0,2965.0,3351.0,3300.0,2531.0,2356.0,3963.0,3318.0,4445.0,4375.0,4756.0,2819.0,3241.0,1993.0,894.0,2879.0
79500US3603212,"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, NY",102091.0,3088.0,2770.0,3713.0,2831.0,2862.0,4565.0,3447.0,3288.0,2427.0,2811.0,2629.0,4592.0,2800.0,1971.0,2245.0,1526.0,894.0,764.0,3482.0,3391.0,3576.0,2932.0,2198.0,3093.0,3722.0,3903.0,2958.0,2701.0,3414.0,3476.0,2825.0,2514.0,3112.0,2761.0,956.0,1854.0
79500US3603701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA, NY",119846.0,5198.0,3347.0,2905.0,2621.0,4121.0,5598.0,3100.0,4355.0,2747.0,2939.0,3593.0,3622.0,2010.0,3300.0,2292.0,1507.0,1104.0,1173.0,3999.0,3693.0,4397.0,3099.0,2942.0,4687.0,4524.0,3646.0,4441.0,4497.0,3734.0,3331.0,4491.0,2552.0,3423.0,1682.0,2253.0,2923.0
79500US3603702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA, NY",135799.0,4814.0,3173.0,5187.0,3456.0,4158.0,5133.0,3710.0,2790.0,2988.0,3660.0,3522.0,4074.0,3547.0,2845.0,2037.0,962.0,920.0,487.0,5075.0,4128.0,3906.0,4503.0,5334.0,6511.0,6586.0,4214.0,4797.0,6042.0,5087.0,4857.0,5953.0,3943.0,1800.0,2357.0,2058.0,1185.0
79500US3603703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA, NY",119071.0,2997.0,2650.0,2943.0,3528.0,3612.0,4207.0,3993.0,3637.0,4637.0,2408.0,2957.0,2685.0,4887.0,2725.0,2288.0,1050.0,2145.0,681.0,3895.0,4052.0,2877.0,3021.0,2139.0,5640.0,3635.0,4620.0,3622.0,3383.0,4653.0,4051.0,3714.0,3421.0,2798.0,3332.0,3253.0,2935.0
79500US3603704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA, NY",124931.0,4417.0,3597.0,3432.0,4127.0,3217.0,4393.0,5255.0,3761.0,5169.0,3749.0,5076.0,3630.0,3539.0,2392.0,1969.0,1505.0,848.0,936.0,3216.0,3415.0,4270.0,3253.0,3802.0,4685.0,5759.0,4888.0,4535.0,2701.0,3626.0,4381.0,3937.0,3489.0,2641.0,1853.0,1483.0,1985.0
79500US3603705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA, NY",175456.0,6346.0,5597.0,7927.0,7023.0,7012.0,8320.0,5349.0,4473.0,3588.0,4313.0,3414.0,4662.0,3912.0,3258.0,1312.0,1737.0,603.0,631.0,7425.0,5630.0,6365.0,8348.0,8585.0,8451.0,6217.0,5576.0,6260.0,6065.0,5940.0,6102.0,4542.0,3436.0,2879.0,1640.0,1531.0,987.0
79500US3603706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA, NY",133784.0,4280.0,4354.0,5292.0,4581.0,5843.0,5965.0,6096.0,3486.0,4637.0,4690.0,4241.0,4250.0,1730.0,1689.0,1595.0,742.0,1422.0,480.0,4401.0,3308.0,6109.0,4106.0,4709.0,6224.0,5479.0,4899.0,4663.0,4311.0,4259.0,4455.0,3708.0,1909.0,2726.0,1369.0,1089.0,687.0
79500US3603707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA, NY",139732.0,5209.0,6310.0,6548.0,5514.0,6157.0,5187.0,4684.0,4585.0,4130.0,3343.0,5121.0,3046.0,2416.0,964.0,1843.0,1028.0,722.0,189.0,7273.0,4962.0,4402.0,5608.0,6311.0,5173.0,5227.0,5637.0,4293.0,4689.0,5628.0,3420.0,3352.0,2613.0,1333.0,1797.0,576.0,442.0
79500US3603708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA, NY",136636.0,3641.0,5522.0,4237.0,4547.0,5583.0,5197.0,3799.0,5947.0,3712.0,4249.0,3818.0,4897.0,3351.0,2306.0,1999.0,918.0,517.0,249.0,5085.0,4623.0,5628.0,5318.0,4542.0,3783.0,4552.0,5047.0,5116.0,4313.0,4539.0,4122.0,4852.0,3107.0,3652.0,1586.0,1666.0,616.0
79500US3603709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA, NY",182874.0,7688.0,6105.0,6585.0,5873.0,5976.0,8711.0,7632.0,5208.0,3973.0,5064.0,5093.0,4865.0,4947.0,3171.0,2152.0,1632.0,1320.0,859.0,5706.0,5200.0,6579.0,4444.0,7573.0,9379.0,6270.0,5223.0,6094.0,5877.0,7848.0,6662.0,4308.0,4827.0,3541.0,2705.0,2023.0,1761.0
79500US3603710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA, NY",164003.0,7352.0,8070.0,5616.0,7245.0,6437.0,7889.0,7357.0,5565.0,4502.0,5791.0,5407.0,4002.0,2052.0,1260.0,1932.0,1710.0,372.0,166.0,4747.0,6750.0,5340.0,5402.0,6276.0,8641.0,7162.0,5278.0,4393.0,5082.0,4887.0,4203.0,3760.0,2203.0,2349.0,2015.0,974.0,1816.0
79500US3603801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA, NY",214040.0,6263.0,4731.0,5027.0,5595.0,7714.0,11968.0,11220.0,8874.0,7273.0,5979.0,7940.0,7127.0,4673.0,4454.0,2946.0,2400.0,1535.0,966.0,4810.0,5000.0,4647.0,4826.0,6199.0,12708.0,10412.0,7357.0,5477.0,6470.0,6316.0,6599.0,5672.0,6216.0,5660.0,4155.0,2091.0,2740.0
79500US3603802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA, NY",145440.0,3163.0,2792.0,3574.0,4636.0,6154.0,8229.0,6529.0,4202.0,4005.0,4603.0,5081.0,3089.0,3537.0,3142.0,1012.0,879.0,965.0,813.0,3478.0,3727.0,2430.0,5769.0,10426.0,10985.0,5330.0,5212.0,4517.0,3789.0,4637.0,2675.0,4036.0,3433.0,2762.0,2261.0,2223.0,1345.0
79500US3603803,"NYC-Manhattan Community District 10--Central Harlem PUMA, NY",146309.0,5868.0,4557.0,3121.0,2846.0,3730.0,9527.0,6482.0,6922.0,4015.0,4282.0,4175.0,3894.0,2930.0,2007.0,1602.0,1182.0,199.0,277.0,4222.0,3425.0,5086.0,3687.0,5613.0,7491.0,7340.0,6987.0,5804.0,4383.0,4522.0,4792.0,4441.0,3562.0,2266.0,1609.0,1447.0,2016.0
79500US3603804,"NYC-Manhattan Community District 11--East Harlem PUMA, NY",110800.0,3036.0,1902.0,2592.0,2480.0,3198.0,6400.0,5025.0,3840.0,4976.0,3175.0,3044.0,3371.0,3624.0,2236.0,886.0,870.0,652.0,495.0,2661.0,1795.0,2503.0,3191.0,3522.0,5790.0,4320.0,5992.0,2773.0,4003.0,5007.0,3915.0,4287.0,2286.0,1888.0,1951.0,1085.0,2029.0
79500US3603805,"NYC-Manhattan Community District 8--Upper East Side PUMA, NY",204469.0,5387.0,4269.0,3426.0,2221.0,2654.0,5805.0,11138.0,8043.0,6544.0,4532.0,4972.0,4997.0,6571.0,5771.0,3370.0,4029.0,2003.0,4101.0,5392.0,2263.0,3220.0,2729.0,5917.0,14210.0,15473.0,6678.0,6577.0,7177.0,6378.0,5457.0,8503.0,6833.0,5945.0,5197.0,3326.0,3361.0
79500US3603806,"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, NY",191222.0,5846.0,3312.0,3975.0,2979.0,2510.0,7557.0,8954.0,7544.0,5420.0,5376.0,6804.0,6013.0,4563.0,5164.0,3836.0,2224.0,1568.0,2795.0,6137.0,4240.0,3397.0,3164.0,4595.0,6939.0,9853.0,9304.0,7383.0,5226.0,6440.0,4915.0,6632.0,7260.0,6938.0,5148.0,2821.0,4390.0
79500US3603807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA, NY",165452.0,1578.0,1647.0,3380.0,2988.0,3934.0,11011.0,8468.0,7450.0,6164.0,8136.0,6194.0,6483.0,3853.0,3528.0,2308.0,2643.0,1669.0,1251.0,2141.0,2809.0,2554.0,3557.0,5728.0,8315.0,10526.0,6783.0,7385.0,8138.0,4144.0,5400.0,3387.0,2958.0,3313.0,2198.0,1460.0,1971.0
79500US3603808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA, NY",143582.0,2424.0,1595.0,888.0,1450.0,7231.0,9620.0,9190.0,6873.0,4881.0,5072.0,1897.0,4224.0,2811.0,3846.0,3828.0,1879.0,1290.0,1210.0,2975.0,1513.0,2511.0,2932.0,5574.0,9513.0,9551.0,5533.0,3328.0,3274.0,3613.0,2831.0,4429.0,4413.0,4758.0,3070.0,1512.0,2043.0
79500US3603809,"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, NY",155408.0,2078.0,2320.0,3498.0,3235.0,6479.0,10225.0,10191.0,5105.0,3190.0,2589.0,3795.0,4241.0,4414.0,3543.0,3405.0,2244.0,2211.0,1423.0,2397.0,2264.0,2414.0,3228.0,8070.0,13401.0,6539.0,3545.0,5072.0,4001.0,3874.0,5149.0,6087.0,3940.0,3261.0,2157.0,3169.0,2654.0
79500US3603810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA, NY",151979.0,3387.0,2341.0,2684.0,3036.0,6906.0,8983.0,8706.0,5314.0,4874.0,6576.0,4869.0,4264.0,3455.0,3194.0,2232.0,1413.0,978.0,1289.0,3527.0,2511.0,2734.0,3511.0,5205.0,10170.0,10050.0,5967.0,5899.0,4484.0,4130.0,3788.0,3552.0,3150.0,3198.0,2040.0,1122.0,2440.0
79500US3603901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA, NY",163600.0,5211.0,4784.0,4331.0,5777.0,4816.0,5148.0,5451.0,4651.0,5070.0,5687.0,5514.0,5764.0,6264.0,5049.0,3151.0,2193.0,1330.0,820.0,3057.0,3611.0,5602.0,4738.0,5009.0,4869.0,3832.0,5312.0,4542.0,5784.0,5596.0,6180.0,7418.0,4462.0,5125.0,3574.0,1984.0,1894.0
79500US3603902,"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, NY",137973.0,2816.0,5587.0,4670.0,2884.0,3091.0,3922.0,4422.0,4020.0,5110.0,4662.0,4857.0,4458.0,3452.0,3308.0,2465.0,1649.0,1368.0,906.0,5058.0,4315.0,5704.0,4416.0,3511.0,4315.0,4844.0,4809.0,4981.0,4950.0,4925.0,4416.0,4438.0,4321.0,2623.0,2860.0,1272.0,2568.0
79500US3603903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA, NY",174606.0,5908.0,5516.0,5042.0,6941.0,5939.0,7933.0,5747.0,4643.0,5366.0,5017.0,5731.0,5142.0,6188.0,4768.0,2542.0,1493.0,1432.0,759.0,5363.0,4669.0,4393.0,5159.0,5610.0,7658.0,6751.0,5503.0,5306.0,5943.0,6903.0,6206.0,5897.0,4783.0,3386.0,2518.0,797.0,1654.0
79500US3604001,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, NY",162381.0,7720.0,4086.0,4529.0,3838.0,4044.0,11738.0,12992.0,8810.0,4385.0,3789.0,3029.0,2543.0,3481.0,2463.0,1844.0,1333.0,461.0,594.0,7425.0,5806.0,4242.0,3130.0,5334.0,10429.0,10753.0,7876.0,4439.0,3568.0,3343.0,3030.0,2745.0,2462.0,1717.0,1758.0,1051.0,1594.0
79500US3604002,"NYC-Brooklyn Community District 4--Bushwick PUMA, NY",121188.0,3882.0,3296.0,2767.0,2570.0,6630.0,11377.0,6497.0,6239.0,3505.0,2686.0,3053.0,2366.0,2178.0,1310.0,1596.0,382.0,268.0,218.0,2611.0,1766.0,3298.0,2941.0,6690.0,9968.0,5404.0,3582.0,4312.0,3019.0,3532.0,3645.0,2577.0,2245.0,2338.0,1193.0,850.0,397.0
