,name,Total,Male:_0_4,Male:_5_9,Male:_10_14,Male:_15_19,Male:_20_24,Male:_25_29,Male:_30_34,Male:_35_39,Male:_40_44,Male:_45_49,Male:_50_54,Male:_55_59,Male:_60_64,Male:_65_69,Male:_70_74,Male:_75_79,Male:_80_84,Male:_85up,Female:_0_4,Female:_5_9,Female:_10_14,Female:_15_19,Female:_20_24,Female:_25_29,Female:_30_34,Female:_35_39,Female:_40_44,Female:_45_49,Female:_50_54,Female:_55_59,Female:_60_64,Female:_65_69,Female:_70_74,Female:_75_79,Female:_80_84,Female:_85up
79500US4100600,"Linn & Benton Counties PUMA, OR",219436.0,6050.0,5432.0,6860.0,8243.0,12354.0,7871.0,6949.0,7590.0,4498.0,6832.0,5258.0,6830.0,5904.0,6693.0,4814.0,3037.0,2456.0,1478.0,5214.0,5777.0,5586.0,8246.0,10805.0,7858.0,7121.0,6781.0,5678.0,5949.0,5834.0,7935.0,6552.0,6946.0,5252.0,3476.0,2274.0,3003.0
79500US4100703,"Lane County (West Central)--Eugene City (West & South) PUMA, OR",153155.0,3370.0,2937.0,4141.0,6019.0,8903.0,5956.0,5456.0,6151.0,4796.0,4097.0,3963.0,4379.0,3907.0,3706.0,2098.0,1891.0,1040.0,765.0,4100.0,3522.0,3798.0,6420.0,9771.0,5517.0,4051.0,6248.0,3548.0,4992.0,4263.0,4615.0,5903.0,5519.0,3197.0,2207.0,773.0,1136.0
79500US4100704,"Lane County (East Central)--Eugene (Northeast) & Springfield Cities PUMA, OR",113528.0,3574.0,3985.0,2956.0,3455.0,5341.0,4508.0,3255.0,4105.0,2778.0,3754.0,3206.0,3393.0,2741.0,3048.0,2574.0,1905.0,1032.0,906.0,3202.0,2626.0,3600.0,2473.0,4853.0,4676.0,3270.0,4731.0,3991.0,2429.0,3128.0,3284.0,3723.0,3510.0,2544.0,1603.0,1701.0,1668.0
79500US4100705,"Lane County (Outside Eugene & Springfield Cities) PUMA, OR",112928.0,2738.0,2728.0,3494.0,3098.0,3491.0,3311.0,2466.0,2614.0,3053.0,2980.0,3382.0,3916.0,4327.0,5558.0,4608.0,2557.0,1324.0,1154.0,1328.0,2666.0,3549.0,2506.0,2867.0,2560.0,3373.0,2677.0,2916.0,3190.0,3172.0,3913.0,5736.0,5110.0,3559.0,2501.0,2557.0,1949.0
79500US4100800,"Josephine, Coos & Curry Counties PUMA, OR",174425.0,4162.0,3609.0,5792.0,5174.0,3148.0,5642.0,3942.0,4614.0,4594.0,4955.0,5056.0,6248.0,6901.0,7038.0,7114.0,4464.0,3317.0,2014.0,3357.0,4066.0,3949.0,4504.0,2820.0,4726.0,4624.0,3306.0,5262.0,4744.0,5387.0,6667.0,8329.0,7306.0,6551.0,5383.0,3306.0,2354.0
79500US4100901,"Jackson County (Central)--Medford & Central Point Cities PUMA, OR",113473.0,3026.0,3359.0,4461.0,1815.0,3843.0,4216.0,3633.0,4061.0,2627.0,4019.0,3928.0,3353.0,2950.0,3047.0,2024.0,2055.0,762.0,1976.0,4433.0,2947.0,2878.0,3237.0,3576.0,3967.0,4269.0,3560.0,2304.0,3672.0,3174.0,3530.0,4372.0,3686.0,3131.0,2072.0,1245.0,2265.0
79500US4100902,"Jackson County (Outside Medford & Central Point Cities)--Ashland City PUMA, OR",106091.0,3113.0,3008.0,2076.0,3363.0,2818.0,3177.0,2952.0,2366.0,2890.0,2747.0,2568.0,3974.0,4348.0,4718.0,3754.0,1804.0,1104.0,676.0,1135.0,3454.0,2940.0,3166.0,2987.0,2783.0,2963.0,3482.0,2959.0,2965.0,3218.0,3442.0,4771.0,4746.0,3931.0,3252.0,1276.0,1165.0
79500US4101000,"Douglas County PUMA, OR",110283.0,2555.0,3604.0,2616.0,3161.0,2383.0,2883.0,3007.0,2804.0,3113.0,3449.0,3145.0,4176.0,4189.0,4964.0,2883.0,2365.0,2084.0,952.0,2841.0,2228.0,3650.0,2962.0,2547.0,3232.0,2772.0,2765.0,3045.0,2940.0,3453.0,4029.0,4810.0,5565.0,2823.0,2899.0,2060.0,1329.0
79500US4101103,"Marion County (West Central)--Salem (North), Keizer Cities & Hayesville PUMA, OR",111009.0,4299.0,3685.0,4049.0,4278.0,5458.0,3780.0,3918.0,4316.0,3437.0,2812.0,3104.0,3470.0,3170.0,1992.0,1923.0,1085.0,850.0,590.0,4044.0,2869.0,2858.0,2818.0,4785.0,4806.0,4041.0,2884.0,3415.0,3461.0,2955.0,2729.0,3494.0,3731.0,1849.0,954.0,1503.0,1597.0
79500US4101104,"Marion County (West Central)--Salem City (South) & Four Corners PUMA, OR",114757.0,3411.0,3062.0,4574.0,3247.0,3576.0,5320.0,4719.0,3012.0,3903.0,3732.0,4788.0,3446.0,3850.0,3354.0,1925.0,1161.0,846.0,709.0,2745.0,3031.0,5105.0,4796.0,3262.0,4320.0,3979.0,3696.0,2550.0,3010.0,3796.0,2824.0,4765.0,2823.0,2114.0,1373.0,1192.0,741.0
79500US4101105,"Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities PUMA, OR",121102.0,4113.0,4653.0,4626.0,4916.0,3336.0,3175.0,3207.0,4660.0,3209.0,4588.0,2727.0,2982.0,4186.0,3787.0,1497.0,2233.0,1365.0,876.0,4154.0,4709.0,4668.0,4247.0,3035.0,2899.0,3273.0,3525.0,4771.0,3721.0,2921.0,3894.0,3744.0,3346.0,2726.0,2261.0,1017.0,2055.0
79500US4101200,"Yamhill & Polk Counties PUMA, OR",192236.0,4580.0,5587.0,7469.0,6883.0,7449.0,6076.0,5979.0,6323.0,5997.0,5518.0,5340.0,6075.0,5294.0,5101.0,3987.0,3340.0,1531.0,1379.0,6141.0,5455.0,5881.0,7329.0,8290.0,5685.0,5662.0,5725.0,6293.0,5510.0,6091.0,5735.0,6745.0,6019.0,4353.0,3079.0,1987.0,2348.0
79500US4101301,"Portland City (North & Northeast) PUMA, OR",123898.0,3513.0,3103.0,3316.0,2648.0,3641.0,6054.0,7797.0,5751.0,6382.0,4590.0,3534.0,1551.0,3047.0,2370.0,1544.0,1225.0,485.0,327.0,3174.0,3636.0,3385.0,2918.0,2773.0,6892.0,7363.0,6963.0,6010.0,4388.0,2599.0,2646.0,3283.0,2516.0,2218.0,1256.0,612.0,388.0
79500US4101302,"Portland City (East) PUMA, OR",127754.0,4252.0,4897.0,4323.0,4455.0,2239.0,4751.0,5212.0,5422.0,4184.0,4226.0,3484.0,4461.0,3315.0,3430.0,1871.0,889.0,1076.0,630.0,4010.0,3837.0,3393.0,3424.0,4650.0,5702.0,5601.0,4681.0,3429.0,3117.0,4528.0,3993.0,3148.0,3305.0,2441.0,2198.0,1730.0,1450.0
79500US4101303,"Portland City (Southeast) PUMA, OR",117950.0,3239.0,2734.0,2337.0,2745.0,3380.0,5531.0,5385.0,4819.0,5028.0,5678.0,4390.0,3490.0,2570.0,2317.0,1739.0,1358.0,488.0,189.0,3435.0,3114.0,3277.0,2863.0,2994.0,5733.0,5192.0,6543.0,4918.0,4801.0,3820.0,4282.0,2009.0,2743.0,1999.0,794.0,678.0,1338.0
79500US4101305,"Portland City (Central East) PUMA, OR",124997.0,3095.0,1618.0,3072.0,2452.0,3207.0,6463.0,7498.0,5791.0,5411.0,4444.0,4671.0,2950.0,2912.0,3730.0,2143.0,975.0,335.0,335.0,2733.0,2561.0,2453.0,1266.0,3011.0,7366.0,7915.0,6037.0,5060.0,5165.0,3172.0,3825.0,4110.0,3567.0,2536.0,1232.0,536.0,1350.0
79500US4101314,"Portland City (Northwest & Southwest) PUMA, OR",154501.0,3119.0,4329.0,3349.0,3979.0,5193.0,7388.0,5777.0,7511.0,5206.0,5708.0,4891.0,5176.0,4879.0,4285.0,2977.0,2210.0,1076.0,922.0,3142.0,3504.0,2266.0,4119.0,5755.0,6948.0,6253.0,6075.0,4845.0,5638.0,4981.0,5329.0,4489.0,4441.0,3303.0,2052.0,1310.0,2076.0
79500US4101316,"Multnomah County (East)--Gresham & Troutdale Cities PUMA, OR",162936.0,5993.0,3954.0,5882.0,5242.0,5483.0,6902.0,6908.0,6254.0,5969.0,4983.0,4104.0,6400.0,5106.0,3509.0,2156.0,1163.0,1415.0,825.0,4952.0,5248.0,4712.0,5123.0,4166.0,5538.0,6397.0,6525.0,5345.0,4866.0,4660.0,6311.0,4046.0,4335.0,2946.0,2200.0,1506.0,1812.0
79500US4101317,"Clackamas County (South & East)--Damascus City PUMA, OR",108724.0,2627.0,2703.0,3348.0,4062.0,2863.0,2995.0,3580.0,3078.0,3100.0,3584.0,3502.0,5063.0,4743.0,4042.0,3026.0,1249.0,1094.0,785.0,2625.0,3501.0,2529.0,2940.0,2958.0,2479.0,3149.0,2554.0,3423.0,3376.0,3407.0,3980.0,5305.0,4672.0,2404.0,2033.0,962.0,983.0
79500US4101318,"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities PUMA, OR",187899.0,6167.0,6396.0,5924.0,4572.0,5409.0,6694.0,6464.0,6953.0,6646.0,6257.0,5248.0,4850.0,5650.0,5406.0,3842.0,1731.0,2050.0,913.0,4665.0,4801.0,6951.0,5413.0,3800.0,8107.0,5930.0,8235.0,6962.0,5887.0,6167.0,5885.0,5291.0,6296.0,4331.0,1850.0,2919.0,3237.0
79500US4101319,"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities PUMA, OR",119452.0,3131.0,3583.0,4771.0,3391.0,3870.0,4010.0,3135.0,3310.0,3552.0,4279.0,4329.0,3985.0,3964.0,2443.0,2815.0,2236.0,1427.0,869.0,3253.0,2924.0,3684.0,3947.0,3178.0,2618.0,2893.0,3777.0,3285.0,6099.0,3600.0,5999.0,4061.0,2964.0,3257.0,2184.0,990.0,1639.0
79500US4101320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities PUMA, OR",120035.0,2977.0,3080.0,4618.0,5132.0,3368.0,4537.0,3601.0,4820.0,4297.0,3703.0,4746.0,3762.0,3968.0,3087.0,2308.0,1311.0,838.0,574.0,2300.0,2549.0,3162.0,3135.0,2946.0,4500.0,4511.0,4519.0,4033.0,5062.0,4081.0,3307.0,4439.0,3221.0,3149.0,1717.0,1381.0,1296.0
79500US4101321,"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills PUMA, OR",118581.0,2658.0,4212.0,3714.0,4305.0,3655.0,2634.0,3830.0,3962.0,4148.0,5352.0,3447.0,3392.0,4005.0,2680.0,2353.0,1260.0,566.0,1069.0,2938.0,4867.0,3556.0,5766.0,3062.0,2372.0,4164.0,4414.0,5293.0,3918.0,4014.0,3501.0,3696.0,3093.0,2092.0,2116.0,617.0,1860.0
79500US4101322,"Washington County (Central)--Hillsboro City PUMA, OR",123980.0,4729.0,3944.0,4855.0,3268.0,3543.0,5868.0,6515.0,3853.0,5233.0,5066.0,3178.0,3898.0,2642.0,2513.0,1355.0,1163.0,178.0,624.0,4277.0,5014.0,2645.0,3496.0,4367.0,5279.0,5376.0,3386.0,4985.0,3351.0,3786.0,3304.0,3140.0,3760.0,2149.0,1375.0,642.0,1223.0
79500US4101323,"Washington County (Central)--Beaverton City (West) & Aloha PUMA, OR",119884.0,3624.0,4419.0,3814.0,2878.0,3759.0,5396.0,5839.0,4123.0,4638.0,4068.0,4115.0,3287.0,3006.0,2488.0,1745.0,922.0,309.0,337.0,3926.0,4108.0,5185.0,2959.0,3656.0,5249.0,4809.0,4639.0,4465.0,4826.0,3457.0,4008.0,3105.0,2397.0,2123.0,1038.0,585.0,582.0
79500US4101324,"Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill PUMA, OR",115059.0,4366.0,3368.0,3565.0,2987.0,4092.0,5377.0,4906.0,4428.0,4718.0,2951.0,3180.0,2922.0,2485.0,2770.0,1444.0,1763.0,536.0,1130.0,4015.0,3251.0,3026.0,2916.0,3768.0,5141.0,4556.0,5345.0,3364.0,4132.0,2939.0,2974.0,4006.0,2999.0,1394.0,1892.0,1444.0,909.0
79500US5310600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA, WA",109951.0,3283.0,2652.0,3542.0,6364.0,7809.0,4052.0,2871.0,3709.0,1906.0,2234.0,2184.0,2463.0,3367.0,2569.0,2777.0,1731.0,1348.0,451.0,2656.0,3851.0,2579.0,5774.0,6734.0,4345.0,2865.0,3073.0,2482.0,2159.0,2212.0,2385.0,4073.0,2875.0,2212.0,1560.0,1500.0,1304.0
79500US5310703,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA, WA",118701.0,3855.0,3488.0,4970.0,4635.0,5157.0,4321.0,3173.0,4014.0,4009.0,4949.0,3591.0,2510.0,2873.0,3190.0,2548.0,1569.0,623.0,789.0,3457.0,4297.0,4457.0,5111.0,4439.0,3855.0,2515.0,3180.0,4403.0,4126.0,2865.0,2520.0,3731.0,3137.0,2357.0,1538.0,752.0,1697.0
79500US5311000,"Lewis, Klickitat & Skamania Counties PUMA, WA",113821.0,3218.0,2753.0,4105.0,3736.0,2633.0,3382.0,3223.0,3205.0,3824.0,3159.0,3765.0,4278.0,4407.0,4128.0,3163.0,2208.0,1456.0,817.0,2940.0,2401.0,3983.0,2898.0,2499.0,2627.0,3821.0,3756.0,3180.0,3617.0,3283.0,3765.0,5696.0,3474.0,3369.0,2354.0,1470.0,1228.0
79500US5311101,"Clark County (Southwest)--Vancouver City (West & Central) PUMA, WA",113079.0,3464.0,2344.0,2708.0,2220.0,4526.0,6019.0,4298.0,4453.0,3989.0,4087.0,3046.0,3326.0,2827.0,3276.0,2130.0,933.0,630.0,782.0,3570.0,4550.0,2680.0,2591.0,3748.0,5295.0,4759.0,3691.0,2754.0,3940.0,3667.0,3591.0,3434.0,2598.0,3027.0,2003.0,919.0,1204.0
79500US5311103,"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities PUMA, WA",118786.0,2838.0,5052.0,4875.0,5081.0,2956.0,2783.0,3385.0,3328.0,4362.0,4485.0,3702.0,4688.0,3620.0,3289.0,2475.0,1210.0,619.0,434.0,2967.0,3143.0,4721.0,4362.0,2018.0,3379.0,3264.0,3990.0,4670.0,4834.0,4065.0,4152.0,3380.0,3472.0,3329.0,1474.0,1306.0,1078.0
79500US5311104,"Clark County (North)--Battle Ground City & Orchards PUMA, WA",130415.0,4970.0,4717.0,6010.0,3910.0,3183.0,4188.0,3844.0,4073.0,3246.0,3934.0,4216.0,4508.0,3885.0,3487.0,1779.0,2008.0,1480.0,609.0,4471.0,4688.0,5663.0,4233.0,3883.0,3519.0,4322.0,3453.0,5416.0,4196.0,3947.0,4220.0,4326.0,3125.0,2917.0,1708.0,1158.0,1123.0
79500US5311200,"Cowlitz, Pacific & Wahkiakum Counties PUMA, WA",134994.0,4137.0,3239.0,4576.0,4715.0,3154.0,3617.0,3616.0,4159.0,3708.0,4333.0,4058.0,4215.0,5343.0,5182.0,3298.0,2528.0,1450.0,1240.0,3747.0,3811.0,4914.0,3805.0,3997.0,3574.0,4019.0,3964.0,3579.0,4222.0,3809.0,4533.0,5472.0,4731.0,4402.0,2320.0,1668.0,1859.0
