,name,Total,Total_0_4,Total_5_9,Total_10_14,Total_15_19,Total_20_24,Total_25_29,Total_30_34,Total_35_39,Total_40_44,Total_45_49,Total_50_54,Total_55_59,Total_60_64,Total_65_69,Total_70_74,Total_75_79,Total_80_84,Total_85up
14000US41051009102,"Census Tract 91.02, Multnomah, OR",6771.0,275.0,628.0,542.0,324.0,436.0,381.0,455.0,399.0,416.0,780.0,274.0,528.0,407.0,230.0,270.0,193.0,87.0,146.0
14000US41051009201,"Census Tract 92.01, Multnomah, OR",8492.0,526.0,748.0,362.0,452.0,583.0,931.0,862.0,637.0,487.0,571.0,505.0,566.0,439.0,390.0,73.0,102.0,160.0,98.0
14000US41051009202,"Census Tract 92.02, Multnomah, OR",5250.0,330.0,283.0,399.0,416.0,336.0,358.0,394.0,417.0,393.0,368.0,323.0,289.0,374.0,184.0,111.0,76.0,88.0,111.0
14000US41051009301,"Census Tract 93.01, Multnomah, OR",6835.0,494.0,704.0,617.0,205.0,360.0,911.0,640.0,493.0,416.0,320.0,346.0,472.0,179.0,201.0,162.0,103.0,44.0,168.0
14000US41051009302,"Census Tract 93.02, Multnomah, OR",4914.0,353.0,358.0,278.0,326.0,408.0,278.0,301.0,266.0,326.0,209.0,294.0,324.0,272.0,270.0,250.0,141.0,43.0,217.0
14000US41051009400,"Census Tract 94, Multnomah, OR",6862.0,402.0,365.0,156.0,105.0,372.0,447.0,429.0,431.0,227.0,517.0,549.0,390.0,443.0,413.0,401.0,409.0,332.0,474.0
14000US41051009501,"Census Tract 95.01, Multnomah, OR",4673.0,268.0,251.0,213.0,353.0,220.0,339.0,234.0,277.0,254.0,396.0,306.0,296.0,325.0,347.0,224.0,182.0,72.0,116.0
14000US41051009502,"Census Tract 95.02, Multnomah, OR",3924.0,224.0,256.0,136.0,154.0,265.0,287.0,235.0,316.0,277.0,200.0,274.0,285.0,413.0,193.0,106.0,66.0,74.0,163.0
14000US41051009603,"Census Tract 96.03, Multnomah, OR",3813.0,324.0,284.0,265.0,237.0,278.0,257.0,288.0,289.0,212.0,249.0,160.0,259.0,239.0,204.0,161.0,50.0,46.0,11.0
14000US41051009604,"Census Tract 96.04, Multnomah, OR",5255.0,518.0,316.0,334.0,532.0,327.0,417.0,483.0,298.0,357.0,254.0,305.0,219.0,391.0,207.0,109.0,101.0,55.0,32.0
14000US41051009605,"Census Tract 96.05, Multnomah, OR",5319.0,112.0,275.0,469.0,348.0,234.0,621.0,379.0,413.0,339.0,179.0,228.0,499.0,429.0,265.0,173.0,81.0,130.0,145.0
14000US41051009606,"Census Tract 96.06, Multnomah, OR",5950.0,329.0,431.0,469.0,626.0,364.0,306.0,577.0,679.0,377.0,371.0,325.0,382.0,165.0,169.0,145.0,91.0,64.0,80.0
14000US41051009701,"Census Tract 97.01, Multnomah, OR",6028.0,460.0,396.0,425.0,230.0,248.0,615.0,632.0,552.0,387.0,343.0,558.0,452.0,172.0,152.0,176.0,111.0,98.0,21.0
14000US41051009702,"Census Tract 97.02, Multnomah, OR",8494.0,583.0,1122.0,603.0,577.0,661.0,654.0,583.0,594.0,451.0,385.0,635.0,482.0,290.0,250.0,194.0,179.0,196.0,55.0
14000US41051009801,"Census Tract 98.01, Multnomah, OR",4470.0,397.0,364.0,378.0,357.0,253.0,211.0,302.0,381.0,180.0,375.0,272.0,265.0,212.0,156.0,87.0,121.0,73.0,86.0
14000US41051009803,"Census Tract 98.03, Multnomah, OR",7980.0,662.0,542.0,415.0,508.0,459.0,696.0,398.0,761.0,456.0,460.0,317.0,478.0,545.0,299.0,260.0,155.0,157.0,412.0
14000US41051009804,"Census Tract 98.04, Multnomah, OR",3346.0,233.0,149.0,235.0,287.0,148.0,230.0,280.0,189.0,280.0,273.0,114.0,228.0,197.0,92.0,94.0,148.0,121.0,48.0
14000US41051009903,"Census Tract 99.03, Multnomah, OR",6747.0,421.0,127.0,517.0,431.0,575.0,385.0,371.0,186.0,433.0,530.0,723.0,425.0,579.0,306.0,427.0,207.0,22.0,82.0
14000US41051009904,"Census Tract 99.04, Multnomah, OR",3810.0,365.0,314.0,136.0,276.0,227.0,294.0,261.0,252.0,237.0,193.0,307.0,289.0,206.0,189.0,152.0,42.0,33.0,37.0
14000US41051009905,"Census Tract 99.05, Multnomah, OR",3370.0,220.0,139.0,266.0,239.0,146.0,233.0,301.0,303.0,324.0,203.0,193.0,211.0,174.0,166.0,118.0,117.0,0.0,17.0
14000US41051009906,"Census Tract 99.06, Multnomah, OR",3585.0,180.0,199.0,235.0,183.0,190.0,105.0,225.0,263.0,289.0,250.0,180.0,403.0,297.0,194.0,260.0,42.0,41.0,49.0
14000US41051009907,"Census Tract 99.07, Multnomah, OR",5435.0,509.0,260.0,428.0,284.0,230.0,369.0,307.0,365.0,329.0,413.0,364.0,339.0,273.0,377.0,197.0,185.0,88.0,118.0
14000US41051010001,"Census Tract 100.01, Multnomah, OR",5961.0,401.0,397.0,337.0,404.0,379.0,537.0,485.0,412.0,369.0,336.0,320.0,354.0,388.0,281.0,253.0,161.0,76.0,71.0
14000US41051010002,"Census Tract 100.02, Multnomah, OR",5438.0,269.0,353.0,355.0,341.0,507.0,342.0,364.0,257.0,262.0,611.0,291.0,155.0,483.0,349.0,187.0,241.0,30.0,41.0
14000US41051010100,"Census Tract 101, Multnomah, OR",8713.0,806.0,595.0,388.0,401.0,379.0,734.0,773.0,679.0,556.0,397.0,777.0,432.0,564.0,422.0,178.0,223.0,130.0,279.0
14000US41051010200,"Census Tract 102, Multnomah, OR",6364.0,349.0,232.0,462.0,384.0,285.0,262.0,510.0,597.0,468.0,435.0,324.0,426.0,519.0,564.0,212.0,148.0,44.0,143.0
14000US41051010303,"Census Tract 103.03, Multnomah, OR",5734.0,491.0,512.0,409.0,175.0,364.0,586.0,518.0,445.0,460.0,185.0,274.0,549.0,257.0,167.0,93.0,116.0,70.0,63.0
14000US41051010304,"Census Tract 103.04, Multnomah, OR",4248.0,487.0,445.0,306.0,134.0,263.0,354.0,491.0,254.0,256.0,364.0,249.0,180.0,126.0,167.0,47.0,36.0,56.0,33.0
14000US41051010305,"Census Tract 103.05, Multnomah, OR",4262.0,200.0,233.0,359.0,320.0,236.0,278.0,306.0,322.0,254.0,270.0,470.0,319.0,219.0,217.0,76.0,58.0,70.0,55.0
14000US41051010306,"Census Tract 103.06, Multnomah, OR",5109.0,342.0,370.0,451.0,281.0,247.0,500.0,317.0,433.0,345.0,414.0,450.0,183.0,301.0,243.0,111.0,47.0,28.0,46.0
14000US41051010402,"Census Tract 104.02, Multnomah, OR",6933.0,298.0,378.0,542.0,549.0,393.0,391.0,644.0,464.0,328.0,552.0,527.0,566.0,351.0,569.0,262.0,83.0,35.0,1.0
14000US41051010405,"Census Tract 104.05, Multnomah, OR",6038.0,445.0,444.0,300.0,212.0,499.0,468.0,496.0,591.0,306.0,402.0,213.0,369.0,438.0,225.0,213.0,140.0,125.0,152.0
14000US41051010407,"Census Tract 104.07, Multnomah, OR",5788.0,273.0,526.0,357.0,341.0,593.0,259.0,392.0,427.0,413.0,243.0,336.0,530.0,251.0,332.0,159.0,120.0,66.0,170.0
14000US41051010408,"Census Tract 104.08, Multnomah, OR",5979.0,447.0,376.0,731.0,250.0,437.0,172.0,510.0,524.0,276.0,461.0,185.0,480.0,484.0,243.0,162.0,94.0,48.0,99.0
14000US41051010409,"Census Tract 104.09, Multnomah, OR",8403.0,681.0,567.0,570.0,734.0,432.0,446.0,439.0,647.0,712.0,637.0,651.0,482.0,451.0,446.0,251.0,185.0,48.0,24.0
14000US41051010410,"Census Tract 104.10, Multnomah, OR",4431.0,270.0,363.0,309.0,163.0,370.0,464.0,306.0,394.0,257.0,176.0,323.0,297.0,208.0,201.0,108.0,80.0,56.0,86.0
14000US41051010411,"Census Tract 104.11, Multnomah, OR",3358.0,194.0,198.0,140.0,256.0,282.0,395.0,266.0,120.0,149.0,171.0,184.0,215.0,164.0,146.0,92.0,177.0,73.0,136.0
14000US41051010500,"Census Tract 105, Multnomah, OR",3918.0,107.0,210.0,200.0,369.0,263.0,23.0,205.0,286.0,184.0,246.0,256.0,433.0,355.0,358.0,198.0,89.0,55.0,81.0
14000US41051010600,"Census Tract 106, Multnomah, OR",3144.0,20.0,0.0,15.0,73.0,253.0,334.0,247.0,150.0,228.0,165.0,219.0,393.0,433.0,239.0,127.0,105.0,65.0,78.0
14000US41051980000,"Census Tract 9800, Multnomah, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
